lineId,movieId,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,production_countries,poster_path,production_companies_name,writers,directors,actors,key_words
2289,tt0058672,Topkapi,Topkapi,1964,120,"['Adventure', 'Comedy', 'Crime']",6.9,11438,"['Turquie', 'États-Unis']",/pPlJbEkiDjt8opos6Qg0GWLiuSS.jpg,"['Filmways Pictures', 'United Artists', 'Metro-Goldwyn-Mayer']","['Monja Danischewsky', 'Eric Ambler']",['Jules Dassin'],"['Melina Mercouri', 'Peter Ustinov', 'Maximilian Schell', 'Robert Morley', 'Jess Hahn', 'Gilles Ségal', 'Akim Tamiroff', 'Titos Vandis', 'Ege Ernart', 'Senih Orkan']","['based on novel or book', 'smuggling (contraband)', 'greece', 'museum', 'caper', 'theft', 'dagger', 'small time crook']"
2290,tt0058725,Viva Las Vegas,Viva Las Vegas,1964,85,"['Comedy', 'Musical', 'Romance']",6.4,9892,['États-Unis'],/mpI1qaQJXmqfuUgrmxczvWLcHqu.jpg,"['Jack Cummings Productions', 'Winters Hollywood Entertainment Holdings Corporation', 'Metro-Goldwyn-Mayer']",['Sally Benson'],['George Sidney'],"['Elvis Presley', 'Ann-Margret', 'Cesare Danova', 'William Demarest', 'Nicky Blair', 'Robert Aiken', 'Don Anderson', 'Larry Barton', 'Toni Basil', 'Herman Boden']","['dancing', ""rock 'n' roll"", 'helicopter', 'gambling', 'photographer', 'car crash', 'swimming pool', 'talent show', 'singer', 'sexual harassment', 'las vegas', 'race car driver', 'showgirl', 'water skiing', 'race car', 'drag race', 'metrocolor']"
2291,tt0058898,Alphaville,Alphaville: Une étrange aventure de Lemmy Caution,1965,99,"['Comedy', 'Drama', 'Mystery']",7.0,29552,"['Italie', 'France']",/fFJP3D5fJDFxN7ChqSye1DZ0fTL.jpg,"['Filmstudio', 'Athos Films', 'Chaumiane', 'André Michelin Productions']","['Jean-Luc Godard', 'Paul Éluard']",['Jean-Luc Godard'],"['Eddie Constantine', 'Anna Karina', 'Akim Tamiroff', 'Valérie Boisgel', 'Jean-Louis Comolli', 'Michel Delahaye', 'Jean-André Fieschi', 'Christa Lang', 'Jean-Pierre Léaud', 'László Szabó']","['photography', 'dystopia', 'super computer', 'surrealism', 'film noir', 'lemmy caution', 'private detective', 'french noir', 'computer scientist', 'future vision', 'distant  planet', 'authoritarian regime', 'technology addiction', 'dystopian future']"
2292,tt0058938,The Dolls,Le bambole,1965,109,"['Comedy', 'Romance']",6.1,422,"['France', 'Italie']",/4l9FbzslSvveJUpURgvPs1z0E4v.jpg,[],"['Rodolfo Sonego', 'Luciano Salce', 'Steno', 'Tullio Pinelli', 'Luigi Magni', 'Leonardo Benvenuti', 'Piero De Bernardi', 'Giovanni Boccaccio']","['Mauro Bolognini', 'Luigi Comencini', 'Dino Risi', 'Franco Rossi']","['Nino Manfredi', 'Virna Lisi', 'Elke Sommer', 'Maurizio Arena', 'Piero Focaccia', 'Monica Vitti', 'Gina Lollobrigida', 'Jean Sorel', 'Akim Tamiroff', 'Gianni Rizzo']",[]
2293,tt0058981,"Boeing, Boeing","Boeing, Boeing",1965,102,['Comedy'],6.4,3727,['États-Unis'],/bXb5l5hLMxouewJPR7gouirbuhT.jpg,"['Paramount', 'Hal Wallis Productions']","['Edward Anhalt', 'Marc Camoletti']",['John Rich'],"['Tony Curtis', 'Jerry Lewis', 'Dany Saval', 'Christiane Schmidtmer', 'Suzanna Leigh', 'Thelma Ritter', 'Lomax Study', 'Alex Akimoff', 'Nai Bonet', 'Eugene Borden']","['stewardess', 'pilot', 'based on play or musical', 'womanizer', 'american abroad', 'newspaper man', 'airline']"
2294,tt0058986,How to Keep the Red Lamp Burning,Un grand seigneur : Les bons vivants,1965,100,"['Comedy', 'Drama']",6.3,725,['France'],/xxV56Rn4Rf0Bux2De8oVvWcmn13.jpg,[],"['Michel Audiard', 'Albert Simonin', 'Albert Kantof', 'Paul Reboux', 'Charles Muller']","['Gilles Grangier', 'Georges Lautner']","['Louis de Funès', 'Bernard Blier', 'Mireille Darc', 'Andréa Parisy', 'Jean Lefebvre', 'Bernadette Lafont', 'Frank Villard', 'Pierre Bertin', 'Darry Cowl', 'Jean Carmet']",[]
2295,tt0059095,The 10th Victim,La decima vittima,1965,92,"['Action', 'Comedy', 'Romance']",6.6,5563,"['Italie', 'France']",/qwXXxwnN1yj5XiZBUrdazBRMqw1.jpg,"['Compagnia Cinematografica Champion', 'Les Films Concordia', 'StudioCanal']","['Robert Sheckley', 'Tonino Guerra', 'Giorgio Salvioni', 'Ennio Flaiano', 'Elio Petri', 'Ernesto Gastaldi']",['Elio Petri'],"['Marcello Mastroianni', 'Ursula Andress', 'Elsa Martinelli', 'Salvo Randone', 'Massimo Serato', 'Milo Quesada', 'Luce Bonifassy', 'George Wang', 'Evi Rigano', 'Walter Williams']",['fictional game show']
2296,tt0059166,The Family Jewels,The Family Jewels,1965,99,['Comedy'],6.2,2664,['États-Unis'],/1Ar6Aq75Ro35XTqjDr3KgJFRobP.jpg,['Paramount'],"['Jerry Lewis', 'Bill Richmond']",['Jerry Lewis'],"['Jerry Lewis', 'Jerry Lewis', 'Jerry Lewis', 'Sebastian Cabot', 'Neil Hamilton', 'Jay Adler', 'Robert Strauss', 'Jesslyn Fax', 'Renie Riano', 'Ellen Corby', 'Frances Weintraub Lax', 'Marjorie Bennett']","['parody', 'inheritance', 'uncle niece relationship']"
2297,tt0059168,Fantomas Unleashed,Fantômas se déchaîne,1965,98,"['Adventure', 'Comedy', 'Crime']",6.8,9018,"['France', 'Italie']",/m5fyoLC3CAZbeo1lJnGtbLsC949.jpg,"['Gaumont', 'P.A.C.', 'Da Ma Produzione', 'Victory Film', 'Story Film']","['Pierre Souvestre', 'Marcel Allain', 'Jean Halain', 'Pierre Foucaud']","['André Hunebelle', 'Haroun Tazieff']","['Jean Marais', 'Jean Marais', 'Jean Marais', 'Louis de Funès', 'Mylène Demongeot', 'Jacques Dynam', 'Robert Dalban', 'Albert Dagnant', 'Christian Toma', 'Michel Duplaix', 'Olivier De Funès', 'Florence Blot']","['mask', 'flying car', 'asylum', 'gadget', 'masked ball', 'volcano', 'hypnosis', 'police operation', 'press', 'sequel', 'fugitive', 'scientist', 'criminal', 'parachute jumping']"
2298,tt0059221,The Ghost and Mr. Chicken,The Ghost and Mr. Chicken,1966,90,"['Comedy', 'Family', 'Mystery']",7.2,8284,['États-Unis'],/onUsJ24EfChNOE7DTvKq5v1nS5E.jpg,['Universal Pictures'],"['James Fritzell', 'Everett Greenbaum', 'Andy Griffith']",['Alan Rafkin'],"['Don Knotts', 'Joan Staley', 'Liam Redmond', 'Dick Sargent', 'Skip Homeier', 'Reta Shaw', 'Lurene Tuttle', 'Philip Ober', 'Harry Hickox', 'Charles Lane']","['newspaper', 'haunted house', 'organ', 'trial', 'slapstick comedy', 'secret door', 'courtroom', 'organ music']"
2299,tt0059243,The Great Race,The Great Race,1965,160,"['Action', 'Adventure', 'Comedy']",7.2,21213,['États-Unis'],/9rL8GWuFdO3fLXcNV9rZRHskoOn.jpg,['Warner Bros. Pictures'],"['Arthur A. Ross', 'Blake Edwards']",['Blake Edwards'],"['Tony Curtis', 'Natalie Wood', 'Jack Lemmon', 'Jack Lemmon', 'Peter Falk', 'Keenan Wynn', ""Arthur O'Connell"", 'Vivian Vance', 'Dorothy Provine', 'Larry Storch', 'Ross Martin']","['new york city', 'paris, france', 'car race', 'inventor', 'slapstick comedy', 'wager', 'steampunk', 'daredevil', 'cross country race', 'turn of the century', 'evil genius', 'mad professor']"
2300,tt0059282,Agent 8 3/4,Hot Enough for June,1964,98,"['Comedy', 'Thriller']",6.1,1029,['Royaume-Uni'],/2DLxXAplrFdS4hcFMNeJhTcT03e.jpg,['The Rank Organisation'],"['Lukas Heller', 'Lionel Davidson']",['Ralph Thomas'],"['Dirk Bogarde', 'Sylva Koscina', 'Robert Morley', 'Leo McKern', 'Roger Delgado', 'Derek Fowlds', 'Amanda Grinling', 'Noel Harrison', 'Philo Hauser', 'John Junkin']","['cold war', 'parody']"
2301,tt0059410,The Loved One,The Loved One,1965,122,['Comedy'],6.9,4170,['États-Unis'],/izKjuycydRDaT9pUZXfXWCRrGsq.jpg,['Filmways Pictures'],"['Evelyn Waugh', 'Terry Southern', 'Christopher Isherwood']",['Tony Richardson'],"['Robert Morse', 'Jonathan Winters', 'Jonathan Winters', 'Anjanette Comer', 'Rod Steiger', 'Dana Andrews', 'Milton Berle', 'James Coburn', 'John Gielgud', 'Tab Hunter', 'Margaret Leighton']","['dying and death', 'based on novel or book', 'cemetery', 'dark comedy', 'crematorium', 'social satire', 'hollywood', 'los angeles, california', 'death', 'pet cemetery', 'funeral director', 'funeral home', 'funeral parlor', 'englishman abroad', 'embalming', 'death of uncle', 'hollywood hills', 'business rivalry', 'memorial', 'film industry', 'irreverent', 'ensemble cast']"
2302,tt0059793,That Darn Cat!,That Darn Cat!,1965,116,"['Comedy', 'Crime', 'Family']",6.8,8598,['États-Unis'],/by92HEWg2d4WrkgbUIPEA0ufsHI.jpg,['Walt Disney Productions'],"['Gordon Gordon', 'Mildred Gordon', 'Bill Walsh']",['Robert Stevenson'],"['Hayley Mills', 'Dean Jones', 'Dorothy Provine', 'Roddy McDowall', 'Neville Brand', 'Elsa Lanchester', 'William Demarest', 'Frank Gorshin', 'Richard Eastham', 'Grayson Hall']","['cat', 'kidnapping', 'hostage', 'map', 'sister', 'suburbia', 'bank robbery', 'wristwatch', 'landlady']"
2303,tt0059797,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 Hours 11 Minutes,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 Hours and 11 Minutes,1965,138,"['Adventure', 'Comedy', 'Family']",7.0,9708,['Royaume-Uni'],/zENEIIKunpHygSfPR6zDtxuUHzB.jpg,['20th Century Fox'],"['Jack Davies', 'Ken Annakin']",['Ken Annakin'],"['Stuart Whitman', 'Sarah Miles', 'James Fox', 'Alberto Sordi', 'Robert Morley', 'Gert Fröbe', 'Jean-Pierre Cassel', 'Irina Demick', 'Irina Demick', 'Irina Demick', 'Eric Sykes', 'Red Skelton', 'Red Skelton', 'Red Skelton']","['aviation', 'eiffel tower, paris', 'air race', 'prize', 'reproduction', 'vintage aircraft', 'stereotype', 'multinational', '1910s', 'benny hill']"
2304,tt0059823,The Thunder of God,Le tonnerre de Dieu,1965,91,"['Comedy', 'Drama']",6.6,641,"['Allemagne', 'France', 'Italie']",/3VBaq56oYXm8UZFLNDZAAThonR2.jpg,"['Les Films Copernic', 'Gloria Film', 'Fida Cinematografica']","['Bernard Clavel', 'Denys de La Patellière', 'Pascal Jardin']",['Denys de La Patellière'],"['Jean Gabin', 'Michèle Mercier', 'Robert Hossein', 'Georges Géret', 'Emma Danieli', 'Ellen Schwiers', 'Nino Vingelli', 'Daniel Ceccaldi', 'Louis Arbessier', 'Léa Gray']","['prostitute', 'manor', 'nantes']"
2305,tt0059855,Havoc in Heaven,Da nao tian gong,1961,114,"['Action', 'Adventure', 'Animation']",8.1,2668,['Chine'],/pzu3RFP6o42EZD0NT78t2eQUeTn.jpg,['Shanghai Animation Film Studio'],"['Wan Laiming', 'Li Kuero', ""Cheng'en Wu""]","['Wan Laiming', 'Cheng Tang']","['Yue-Feng Qiu', 'Yue-Feng Qiu', 'Run-Sheng Fu', 'Hans Alfredson', 'Ke Bi', 'Ke Bi', 'Povl Dissing', 'Guangning Liu', 'Hua Shang']","['monkey', 'based on myths, legends or folklore', 'hand drawn animation']"
2306,tt0059868,A Very Special Favor,A Very Special Favor,1965,105,"['Comedy', 'Romance']",6.3,620,['États-Unis'],/A3CClvZBjqVpf7NNnCaVjvvDZsg.jpg,"['The Lankershim Company', 'Universal Pictures']","['Stanley Shapiro', 'Nate Monaster']",['Michael Gordon'],"['Rock Hudson', 'Leslie Caron', 'Charles Boyer', 'Walter Slezak', 'Dick Shawn', 'Larry Storch', 'Nita Talbot', 'Norma Varden', 'George Furth', 'Marcel Hillaire']","['playboy', 'psychologist']"
2307,tt0059927,The Yellow Rolls-Royce,The Yellow Rolls-Royce,1964,122,"['Comedy', 'Drama', 'Romance']",6.4,4328,['Royaume-Uni'],/iI0ASenpD87Le7yjIYFvtAVYAHi.jpg,"['De Grunwald Productions', 'Metro-Goldwyn-Mayer British Studios']",['Terence Rattigan'],['Anthony Asquith'],"['Ingrid Bergman', 'Rex Harrison', 'Shirley MacLaine', 'Jeanne Moreau', 'George C. Scott', 'Omar Sharif', 'Alain Delon', 'Art Carney', 'Joyce Grenfell', 'Edmund Purdom']","['husband wife relationship', 'yugoslavia', 'gangster', 'border crossing', 'unfaithfulness', 'extramarital affair', 'socialite', 'fiancé fiancée relationship', 'nazi invasion', 'metrocolor']"
2308,tt0059956,Viva Maria!,Viva Maria!,1965,119,"['Adventure', 'Comedy', 'Romance']",6.3,4260,"['France', 'Italie']",/dXoW8MNvpKn3dpFS1rhzwZAUdWF.jpg,"['Nouvelles Éditions de Films (NEF)', 'Les Productions Artistes Associés', 'Vides Cinematografica']","['Louis Malle', 'Jean-Claude Carrière']",['Louis Malle'],"['Brigitte Bardot', 'Jeanne Moreau', 'George Hamilton', 'Paulette Dubost', 'Gregor von Rezzori', 'Poldo Bendandi', 'Claudio Brook', 'Carlos López Moctezuma', 'Jonathan Eden', 'Francisco Reiguera']","['circus', 'revolution', 'striptease', 'artist', 'spaghetti western', 'amused']"
2309,tt0060086,Alfie,Alfie,1966,114,"['Comedy', 'Drama']",7.0,16621,['Royaume-Uni'],/tPUqgfGMkZazRZ1UO41j2Fiib5C.jpg,"['Paramount', 'Lewis Gilbert Productions']",['Bill Naughton'],['Lewis Gilbert'],"['Michael Caine', 'Shelley Winters', 'Millicent Martin', 'Julia Foster', 'Jane Asher', 'Shirley Anne Field', 'Vivien Merchant', 'Eleanor Bron', 'Denholm Elliott', 'Alfie Bass']","['london, england', 'based on play or musical', 'womanizer', 'playboy', 'breaking the fourth wall', 'unwanted pregnancy', 'stray dog', 'old-age home']"
2310,tt0060121,Arabesque,Arabesque,1966,105,"['Action', 'Adventure', 'Comedy']",6.4,8760,['États-Unis'],/ufQBXrETmVizoVaoYKAmjArRTyr.jpg,"['Universal Pictures', 'Stanley Donen Films']","['Julian Mitchell', 'Stanley Price', 'Peter Stone', 'Gordon Cotler']",['Stanley Donen'],"['Gregory Peck', 'Sophia Loren', 'Alan Badel', 'Kieron Moore', 'Carl Duering', 'John Merivale', 'Duncan Lamont', 'George Coulouris', 'Ernest Clark', 'Harold Kasket']","['london, england', 'spy', 'professor', 'body double', 'political assassination', 'political intrigue\xa0', 'hieroglyph', 'cipher', 'spy thriller', 'woman spy']"
2311,tt0060200,After the Fox,Caccia alla volpe,1966,103,"['Comedy', 'Crime']",6.4,5143,"['Italie', 'États-Unis']",/n66MJNKW51LtyoE7OvsZ2oau3x2.jpg,"['Nancy Enterprises Inc. (I)', 'Cinecitta Italiana Stabilimenti Cinematografici', 'Compagnia Cinematografica Montoro (CCM)']","['Neil Simon', 'Cesare Zavattini']",['Vittorio De Sica'],"['Peter Sellers', 'Victor Mature', 'Britt Ekland', 'Martin Balsam', 'Akim Tamiroff', 'Paolo Stoppa', 'Tino Buazzelli', 'Mac Ronay', 'Lydia Brazzi', 'Lando Buzzanca']","['movie business', 'escaped convict']"
2312,tt0060395,The Family Way,The Family Way,1966,115,"['Comedy', 'Drama', 'Romance']",7.3,2094,['Royaume-Uni'],/eJtbjULdR6FK8iY0YER6Y2dIyAS.jpg,['Jambox'],"['Bill Naughton', 'Roy Boulting', 'Jeffrey Dell']","['John Boulting', 'Roy Boulting']","['Hayley Mills', 'Hywel Bennett', 'Avril Angers', 'John Comer', 'Wilfred Pickles', 'John Mills', 'Marjorie Rhodes', 'Murray Head', 'Barry Foster', 'Liz Fraser']",[]
2313,tt0060474,Don't Look Now... We're Being Shot At!,La grande vadrouille,1966,123,"['Adventure', 'Comedy', 'War']",7.9,21873,"['France', 'Royaume-Uni']",/91l4Sf3WJwrb0tSVPsOqnBXG8E6.jpg,"['Les Films Corona', 'The Rank Organisation']","['Gérard Oury', 'Danièle Thompson', 'Marcel Jullian', 'Georges Tabet', 'André Tabet']",['Gérard Oury'],"['Bourvil', 'Louis de Funès', 'Claudio Brook', 'Andréa Parisy', 'Andréa Parisy', 'Colette Brosset', 'Mike Marshall', 'Mary Marquet', 'Pierre Bertin', 'Benno Sterzenbach', 'Marie Dubois']","['opera', 'paris, france', 'general', 'world war ii', 'conductor', 'bomber', 'paratroops', 'french resistance', 'british soldier', 'nazi occupation', 'house painter', '1940s', 'occupied france (1940-44)', 'royal air force']"
2314,tt0062737,Blackbeard's Ghost,Blackbeard's Ghost,1968,106,"['Comedy', 'Family', 'Fantasy']",6.8,7293,['États-Unis'],/bEMEjagTsdkUi7Jzxe0lQsquD7J.jpg,['Walt Disney Productions'],"['Bill Walsh', 'Don DaGradi', 'Ben Stahl']",['Robert Stevenson'],"['Peter Ustinov', 'Dean Jones', 'Suzanne Pleshette', 'Elsa Lanchester', 'Joby Baker', 'Elliott Reid', 'Richard Deacon', 'Norman Grabowski', 'Kelly Thordsen', 'Michael Conrad']","['witch', 'gambling', 'american football coach', 'auction', 'coach', 'pirate', 'new england', 'ghost', 'seaside town', 'blackbeard']"
2315,tt0062873,The Young Girls of Rochefort,Les demoiselles de Rochefort,1967,125,"['Comedy', 'Drama', 'Musical']",7.7,13367,['France'],/jtxhyGaYhurH6KsjvP1jV3dDypz.jpg,"['Parc Film', 'Madeleine Films']",['Jacques Demy'],['Jacques Demy'],"['Catherine Deneuve', 'George Chakiris', 'Françoise Dorléac', 'Jacques Perrin', 'Michel Piccoli', 'Jacques Riberolles', 'Grover Dale', 'Geneviève Thénier', 'Henri Crémieux', 'Pamela Hart']","['new love', 'sibling relationship', 'mistake in person', 'unexpected happiness', 'twin sister', 'painting', 'fair', 'bridge', 'musical', ""man of one's dreams"", 'ideal', 'ballet', 'twins', 'musical comedy', 'sister sister relationship', 'relaxed', 'lighthearted', 'witty']"
2316,tt0062994,Funny Girl,Funny Girl,1968,151,"['Biography', 'Comedy', 'Drama']",7.4,26886,['États-Unis'],/rXFRIv35SgcmaUqRjmGniwSopRW.jpg,"['Columbia Pictures', 'Rastar Productions']",['Isobel Lennart'],['William Wyler'],"['Barbra Streisand', 'Omar Sharif', 'Kay Medford', 'Anne Francis', 'Walter Pidgeon', 'Lee Allen', 'Mae Questel', 'Gerald Mohr', 'Frank Faylen', 'Mittie Lawrence']","['marriage', 'comedian', 'musical', 'divorce']"
2317,tt0063023,The Adventures of Goopy and Bagha,Goopy Gyne Bagha Byne,1969,132,"['Adventure', 'Comedy', 'Family']",8.7,4635,['Inde'],/gbWrcxvW25jMJX8U4AzHKjv6Aq0.jpg,['Purnima Pictures'],"['Satyajit Ray', 'Upendra Kishore Raychowdhuri']",['Satyajit Ray'],"['Tapan Chatterjee', 'Rabi Ghosh', 'Ajoy Banerjee', 'Iva Banerjee', 'Ratan Banerjee', 'Durgadas Bannerjee', 'Ramen Bhaduri', 'Binoy Bose', 'Binoy Bose', 'Dilip Bose', 'Govinda Chakravarti']","['horror spoof', 'supernatural horror']"
2318,tt0063091,The Horse in the Gray Flannel Suit,The Horse in the Gray Flannel Suit,1968,113,"['Comedy', 'Drama', 'Family']",6.3,1212,['États-Unis'],/qxUvfvnKxdwBqR2P1xMgd5XXi5h.jpg,['Walt Disney Productions'],"['Eric Hatch', 'Louis Pelletier']",['Norman Tokar'],"['Dean Jones', 'Diane Baker', 'Lloyd Bochner', 'Fred Clark', 'Ellen Janov', 'Morey Amsterdam', 'Kurt Russell', 'Lurene Tuttle', 'Alan Hewitt', 'Federico Piñero']",[]
2319,tt0063102,How to Save a Marriage and Ruin Your Life,How to Save a Marriage and Ruin Your Life,1968,102,"['Comedy', 'Romance']",6.3,932,['États-Unis'],/iM5vwQ1tpqettshcq9O4aBN420I.jpg,['Nob Hill Productions Inc.'],"['Stanley Shapiro', 'Nate Monaster']",['Fielder Cook'],"['Dean Martin', 'Stella Stevens', 'Eli Wallach', 'Anne Jackson', 'Betty Field', 'Jack Albertson', 'Katharine Bard', 'Woodrow Parfrey', 'Alan Oppenheimer', 'Shelley Morrison']","['infidelity', 'cheating', 'divorce', 'marriage problems']"
2320,tt0063115,"I Love You, Alice B. Toklas!","I Love You, Alice B. Toklas!",1968,92,"['Comedy', 'Romance']",6.2,3600,['États-Unis'],/zhlJINj5sVFUnghjbxfJJvWjA2W.jpg,['Warner Bros-Seven Arts'],"['Paul Mazursky', 'Larry Tucker']",['Hy Averback'],"['Peter Sellers', 'Jo Van Fleet', 'Leigh Taylor-Young', 'Joyce Van Patten', 'David Arkin', 'Herb Edelman', 'Salem Ludwig', 'Louis Gottlieb', 'Grady Sutton', 'Janet Clark']","['free love', 'upper class', 'hippie lifestyle', 'house party', 'marijuana', 'lawyer']"
2321,tt0063198,Death by Hanging,Kôshikei,1968,117,"['Comedy', 'Crime', 'Drama']",7.5,3714,['Japon'],/tszrnBe8XACsDxLJjt1rKfFHfHi.jpg,"['Art Theatre Guild', 'Sozosha']","['Michinori Fukao', 'Mamoru Sasaki', 'Tsutomu Tamura', 'Nagisa Ôshima']",['Nagisa Ôshima'],"['Kei Satô', 'Do-yun Yu', 'Fumio Watanabe', 'Hôsei Komatsu', 'Rokkô Toura', 'Toshirô Ishidô', 'Masao Adachi', 'Masao Matsuda', 'Takashi Ueno', 'Takao Usui']","['satire', 'zainichi']"
2322,tt0063462,The Producers,The Producers,1967,88,"['Comedy', 'Music']",7.5,63898,['États-Unis'],/5TYUsAygWKtufAC78ep2AiohEiR.jpg,"['Embassy Pictures Corporation', 'Crossbow Productions']",['Mel Brooks'],['Mel Brooks'],"['Zero Mostel', 'Gene Wilder', 'Dick Shawn', 'Kenneth Mars', 'Estelle Winwood', 'Christopher Hewett', 'Andréas Voutsinas', 'Lee Meredith', 'Renée Taylor', 'Michael Davis']","['nazi', 'cheating', 'dark comedy', 'musical', 'satire', 'scam', 'theatrical producer', 'playwright', 'sing sing', 'broadway', 'accountant', 'adolf hitler']"
2323,tt0063591,The Shakiest Gun in the West,The Shakiest Gun in the West,1968,101,"['Comedy', 'Western']",6.4,3264,['États-Unis'],/qEgG8odMSIUcSMjmqFUe8YUXp9x.jpg,['Universal Pictures'],"['James Fritzell', 'Everett Greenbaum', 'Edmund L. Hartmann', 'Frank Tashlin']",['Alan Rafkin'],"['Don Knotts', 'Barbara Rhoades', 'Jackie Coogan', ""Don 'Red' Barry"", 'Ruth McDevitt', 'Frank McGrath', 'Terry Wilson', 'Carl Ballantine', 'Pat Morita', 'Robert Yuro']","['horse', 'native american', 'stagecoach', 'covered wagon', 'cowgirl']"
2324,tt0063650,Torture Me But Kill Me with Kisses,Straziami ma di baci saziami,1968,104,['Comedy'],6.8,654,"['France', 'Italie']",/prdvxFuArp5E2dzGuBlwrEbZvJd.jpg,"['Les Productions Jacques Roitfeld', 'Fida Cinematografica']","['Agenore Incrocci', 'Dino Risi', 'Furio Scarpelli']",['Dino Risi'],"['Nino Manfredi', 'Ugo Tognazzi', 'Pamela Tiffin', 'Moira Orfei', 'Livio Lorenzon', 'Gigi Ballista', 'Pietro Tordi', 'Samson Burke', 'Checco Durante', 'Edda Ferronao']",[]
2325,tt0063771,The Two of Us,Le vieil homme et l'enfant,1967,86,"['Comedy', 'Drama']",7.6,2672,['France'],/3OEIEFEkhC2CqFKhrBQNep49ism.jpg,"['P.A.C.', 'Valoria Films', 'Renn Productions']","['Claude Berri', 'Gérard Brach', 'Michel Rivelin']",['Claude Berri'],"['Michel Simon', 'Roger Carel', 'Paul Préboist', 'Luce Fabiole', 'Aline Bertrand', 'Sylvine Delannoy', 'Zorica Lozic', 'Jacqueline Rouillard', 'Marco Perrin', 'Denise Péron']","['nazi', 'liberation']"
2326,tt0063991,Age of Consent,Age of Consent,1969,98,"['Comedy', 'Drama', 'Romance']",6.3,4063,"['Australie', 'Royaume-Uni']",/rgNg90MAqNsmdwkNAKzB3iMzPyW.jpg,['Nautilus Productions'],"['Peter Yeldham', 'Norman Lindsay']",['Michael Powell'],"['James Mason', 'Helen Mirren', 'Jack MacGowran', 'Neva Carr-Glynn', 'Andonia Katsaros', 'Michael Boddy', 'Harold Hopkins', 'Slim DeGrey', 'Max Meldrum', 'Hudson Faucett']","['lolita', 'exotic island', 'island', 'based on novel or book', 'artist', 'painter', 'lovers', 'vacation', 'biography', 'muse', 'old man', 'older man younger woman relationship', 'great barrier reef', 'queensland, australia']"
2327,tt0064107,A Boy Named Charlie Brown,A Boy Named Charlie Brown,1969,86,"['Animation', 'Comedy', 'Drama']",7.3,6058,['États-Unis'],/sPkunzkWHqHXgmsj6JgfZ1AiD8K.jpg,"['United Feature Syndicate (UFS)', 'Cinema Center Films', 'Lee Mendelson Film Productions', 'Bill Melendez Productions']",['Charles M. Schulz'],['Bill Melendez'],"['Peter Robbins', 'Peter Robbins', 'Pamelyn Ferdin', 'Glenn Gilger', 'Andy Pforsich', 'Sally Dryer', 'Ann Altieri', 'Erin Sullivan', 'Lynda Mendelson', 'Christopher DeFaria', 'David Carey']","['based on comic', 'gentle']"
2328,tt0064133,Carry on Camping,Carry on Camping,1969,88,['Comedy'],6.6,6324,['Royaume-Uni'],/vFC5bX2zaOVBlDEilQD4V7aFBKW.jpg,['The Rank Organisation'],"['Talbot Rothwell', 'Larry']",['Gerald Thomas'],"['Sidney James', 'Kenneth Williams', 'Charles Hawtrey', 'Joan Sims', 'Terry Scott', 'Barbara Windsor', 'Hattie Jacques', 'Bernard Bresslaw', 'Julian Holloway', 'Dilys Laye']","['countryside', 'nudist camp', 'holiday', 'camping', 'tent', 'field', 'vacation', ""girls' boarding school"", 'slapstick comedy', 'carry on', 'bull', 'farmer', 'stockings', 'innuendo', 'rambler', 'camping equipment', 'naturism', ""girls' school""]"
2329,tt0064137,Castle Keep,Castle Keep,1969,107,"['Action', 'Comedy', 'Drama']",6.1,3712,['États-Unis'],/d3Ps8BNLbQdnkyiaBMaro60X9Py.jpg,"['Filmways Pictures', 'Avala Film']","['William Eastlake', 'Daniel Taradash', 'David Rayfiel']",['Sydney Pollack'],"['Burt Lancaster', ""Patrick O'Neal"", 'Jean-Pierre Aumont', 'Peter Falk', 'Astrid Heeren', 'Scott Wilson', 'Tony Bill', 'Al Freeman Jr.', 'James Patterson', 'Bruce Dern']","['based on novel or book', 'castle', 'battle of the bulge']"
2330,tt0064179,The Comic,The Comic,1969,94,"['Comedy', 'Drama']",6.4,1131,['États-Unis'],/vjYGI1Ezf51Pq089setvW3Nr8gY.jpg,['Acre Enterprises'],"['Carl Reiner', 'Aaron Ruben']",['Carl Reiner'],"['Dick Van Dyke', 'Michele Lee', 'Mickey Rooney', 'Cornel Wilde', 'Nina Wayne', 'Pert Kelton', 'Steve Allen', 'Barbara Heller', 'Ed Peck', 'Jeannine Riley']",['silent film star']
2331,tt0064232,The Devil by the Tail,Le diable par la queue,1969,90,"['Comedy', 'Crime']",6.7,1094,"['France', 'Italie']",/8stBuzOkXfu7DXiWJPzwhhTrxfi.jpg,"['Produzioni Associate Delphos', 'Fildebroc', 'Les Productions Artistes Associés']","['Daniel Boulanger', 'Claude Sautet', 'Philippe de Broca']",['Philippe de Broca'],"['Yves Montand', 'Madeleine Renaud', 'Maria Schell', 'Jean Rochefort', 'Jean-Pierre Marielle', 'Clotilde Joano', 'Claude Piéplu', 'Tanya Lopert', 'Marthe Keller', 'Xavier Gélin']",[]
