,full_text,startYear,averageRating,numVotes,writers,directors,actors
1308, Comedy Drama woman director,1996,6.1,292, JackyCukier TonieMarshall, TonieMarshall, Anémone NathalieBaye FrançoisCluzet MollyRingwald JeanYanne VincentElbaz LuisMarquès MapiGalán MichelinePresle PatrickBauchau
1309, Comedy Scott Rudin Productions based on novel or book revenge divorce divorced woman reunited friends,1996,6.5,58739, OliviaGoldsmith RobertHarling, HughWilson, GoldieHawn BetteMidler DianeKeaton MaggieSmith SarahJessicaParker DanHedaya StockardChanning VictorGarber StephenCollins ElizabethBerkley
1310, Comedy Miramax lsd looking for  birth parents half-brother,1996,6.7,20752, DavidO.Russell, DavidO.Russell, BenStiller PatriciaArquette TéaLeoni MaryTylerMoore GeorgeSegal AlanAlda LilyTomlin RichardJenkins JoshBrolin CeliaWeston
1311, Comedy Drama Fantasy WingNut Films Universal Pictures daughter small town mother sheriff judge funeral widow fbi architect supernatural poltergeist hell con man black humor lovers murder scam serial killer grim reaper reporter doctor car accident investigator widower threat psychotic recluse ghost graveyard multiple murder army sergeant haunted playful,1996,7.1,101159, FranWalsh PeterJackson, PeterJackson, MichaelJ.Fox TriniAlvarado PeterDobson JohnAstin JeffreyCombs DeeWallace JakeBusey ChiMcBride JimFyfe TroyEvans
1312, Action Comedy Fantasy Star Overseas,1996,7.2,10568, StephenChow Man-SangLo Kan-CheungTsang, StephenChow Lik-ChiLee, StephenChow KarenMok VincentKok Man-TatNg TatsLau NancySit StephenAu Chi-ShingChan TungChen SamanthaMan-KwanChuk
1313, Comedy Drama Music Terminal City Pictures canada based on novel or book nightclub punk rock mockumentary vancouver fake documentary punk band fictional band winnipeg anarchic comedy saskatoon,1996,7.2,2924, NoelS.Baker MichaelTurner, BruceMcDonald, HughDillon HughDillon CallumKeithRennie CallumKeithRennie JohnPyper-Ferguson BernieCoulson JulianRichings BenitaHa ClaudiaFerri JoeyRamone CorrineKoslo BruceMcDonald
1314, Comedy Drama GreeneStreet Films vaudeville act,1996,6.5,1949, HerbGardner, HerbGardner, WalterMatthau OssieDavis AmyIrving CraigT.Nelson BoydGaines MarthaPlimpton GuillermoDiaz ElinaLöwensohn RonRifkin MarinHinkle
1315, Comedy Drama Dacia Films Canal+,1996,7.0,10561, OlivierAssayas, OlivierAssayas, MaggieCheung Jean-PierreLéaud NathalieRichard AntoineBasler NathalieBoutefeu AlexDescas DominiqueFaysse ArsinéeKhanjian BernardNissile OlivierTorres OlivierTorres
1316, Comedy Horror Romance Lux Films,1996,6.6,727, AnnBurke YvesPelletier AndréePelletier GabrielPelletier, GabrielPelletier, IsabelleCyr RobertBrouillette YvesPelletier FranceCastel GildorRoy GildorRoy RaymondCloutier SylviePotvin DianeLavallée MarioSaint-Amand PierreChagnon
1317," Comedy Drama Sputnik YLE Pyramide Productions Pandora Film helsinki, finland husband wife relationship waitress restaurant unemployment laid off",1996,7.6,10345, AkiKaurismäki, AkiKaurismäki, KatiOutinen KariVäänänen ElinaSalo SakariKuosmanen MarkkuPeltola MattiOnnismaa Pietari ShelleyFisher MarkusAllan
1318," Comedy Sport Motion Picture Corporation of America Metro-Goldwyn-Mayer Rysher Entertainment sports stripper handicap sexual favor star spangled banner bowling team hair loss comb over inflatable doll combover unlikely lovers kingpin carriage lancaster, pa",1996,6.9,95442, BarryFanaro MortNathan, BobbyFarrelly PeterFarrelly, WoodyHarrelson RandyQuaid BillMurray VanessaAngel ChrisElliott WilliamJordan RichardTyson LinShaye ZenGesner PrudenceWrightHolmes
1319," Comedy Drama Music Space Films Pandora Cinema Portobello Pictures Biograf Jan Svěrák CinemArt Fonds Eurimages du Conseil de l'Europe CNC Česká televize Státní fond ČR pro podporu a rozvoj české kinematografie friendship concert escape funeral parent child relationship musician fictitious marriage despair revolution socialism language barrier cello cellist prague, czech republic ban from profession political instability trabant crematorium teacher best friend single father responsibility father figure understanding communism czech republic kids",1996,7.7,16816, PavelTaussig ZdenekSverák, JanSverák, ZdenekSverák AndreyKhalimon LibuseSafránková OndrejVetchý StellaZázvorková LadislavSmoljak IrinaBezrukova SilviaSuvadová LiliyanMalkina KarelHermánek
1320, Comedy Sci-Fi Tim Burton Productions Warner Bros. Pictures usa president the white house planet mars saving the world cataclysm total destruction laser gun ambassador congress flying saucer dark comedy parody based on comic alien creature alien invasion outer space,1996,6.4,255678, LenBrown WoodyGelman WallyWood BobPowell NormanSaunders JonathanGems, TimBurton, JackNicholson JackNicholson PierceBrosnan SarahJessicaParker AnnetteBening GlennClose DannyDeVito MartinShort MichaelJ.Fox RodSteiger TomJones
1321, Comedy Family Fantasy Jersey Films TriStar Pictures based on novel or book parent child relationship difficult childhood child prodigy childhood trauma telekinesis school teacher student relationship schoolmarm based on young adult novel,1996,7.0,190891, RoaldDahl NicholasKazan RobinSwicord, DannyDeVito, DannyDeVito DannyDeVito RheaPerlman MaraWilson EmbethDavidtz PamFerris PaulReubens TraceyWalter BrianLevinson JeanSpeegleHoward SaraMagdalin
1322, Comedy Drama Romance Phoenix Pictures TriStar Pictures professor wedding woman director columbia university,1996,6.6,24812, AndréCayatte GérardOury RichardLaGravenese JeanMeckert DenisPerret, BarbraStreisand, BarbraStreisand JeffBridges LaurenBacall GeorgeSegal MimiRogers PierceBrosnan BrendaVaccaro AustinPendleton ElleMacpherson AliMarsh
1323," Comedy Drama Romance Les Films Alain Sarde Plateau A Canal+ prostitute paris, france eroticism lyon love prostitution homeless man",1996,6.2,1854, BertrandBlier, BertrandBlier, AnoukGrinberg GérardLanvin ValeriaBruniTedeschi OlivierMartinez DominiqueValadié JacquesFrançois MichelGalabru RobertHirsch BernardFresson JacquesGamblin
1324, Comedy Drama Scott Rudin Productions Paramount writer's block author sibling rivalry novelist neurotic aspiring writer divorced man return home starting over returning to roots jealous brother mother son relationship dominant mother brother brother relationship soul searching,1996,6.9,7280, AlbertBrooks MonicaMcgowanJohnson, AlbertBrooks, AlbertBrooks DebbieReynolds PaulCollins LauraWeekes JohnC.McGinley RichardAssad JoeyNaber VanessaWilliams LisaKudrow RobMorrow
1325, Comedy Drama Romance TriStar Pictures mistaken identity role reversal train wreck,1996,6.3,9174, CornellWoolrich PhoefSutton Lisa-MariaRadano, RichardBenjamin, ShirleyMacLaine RickiLake BrendanFraser BrendanFraser MiguelSandoval LorenDean PeterGerety JaneKrakowski DebraMonk CathryndePrume KateHennig
1326, Comedy Romance Sci-Fi Columbia Pictures mistake in person clone cloning construction,1996,6.2,36750, ChrisMiller MaryHale LowellGanz BabalooMandel, HaroldRamis, MichaelKeaton AndieMacDowell ZackDuhame KatieSchlossberg HarrisYulin RichardMasur EugeneLevy AnnCusack JohndeLancie JudithKahan
1327, Comedy Crime Redwave Films Playhouse International Pictures Public Television Playhouse Inc. robbery dysfunctional family armored truck,1995,6.5,2667, DavidEpstein, AlanTaylor, WilliamForsythe VincentGallo AdamTrese GarethWilliams LisaGayHamilton BridgitRyan KimDickens SuzanneShepherd NicoleBurdette RobertLuPone
1328, Adventure Comedy,1997,6.4,31, MaxRüdlinger PoloHofer AsaForsman AnnettevandeMaarel ClemensKlopfenstein, ClemensKlopfenstein, PoloHofer MaxRüdlinger AsaForsman AnnettevandeMaarel
1329, Action Adventure Comedy Amblin Entertainment Universal Pictures DreamWorks Pictures defense industry toy shop technical toy soldier prototype killer toys toy comes to life,1998,6.3,110350, GavinScott AdamRifkin TedElliott TerryRossio, JoeDante, KirstenDunst GregorySmith DavidCross JayMohr AlexandraWilson DenisLeary DickMiller JacobSmith JonathanBouck KevinDunn
1330, Comedy Drama Romance Touchstone Pictures autism,1999,6.4,13593, AlexandraRose BlairRichwood GarryMarshall BobBrunner, GarryMarshall, JulietteLewis DianeKeaton GiovanniRibisi TomSkerritt PoppyMontgomery SarahPaulson LindaThorson JoeFlanigan JulietMills TracyReiner
1331, Comedy Crime Drama Nicetop Independent Ltd Team Work Production House hong kong,1997,7.5,3382, FruitChan, FruitChan, SamLee NeikyHui-ChiYim WendersLi Ka-ChuenTam CarolKit-FongLam DorisYan-WahChow SiuChung Tat-YeeChan Wai-ChungWu SangChan
1332, Comedy Crime Drama Universal Pictures Imagine Entertainment mississippi river racist bootlegging criminal biting life imprisonment hopeless 1930s anxious callous frightened harsh,1999,6.8,60140, RobertRamsey MatthewStone, TedDemme, EddieMurphy MartinLawrence ObbaBabatundé NickCassavetes AnthonyAnderson BarryShabakaHenley BrentJennings BernieMac MiguelA.NúñezJr. MichaelTaliferro
1333, Comedy Drama Romance Midnight Sun Pictures New Line Cinema Forge isolation atomic bomb bunker shelter lighthearted blast from the past adoring amused familiar,1999,6.7,75983, BillKelly HughWilson, HughWilson, BrendanFraser AliciaSilverstone ChristopherWalken SissySpacek DaveFoley JoeySlotnick DaleRaoul HaydenTank DouglasSmith RyanSparks
1334, Comedy Kuzui Enterprises Avenging Conscience October Films martial arts pornography fight superhero porn actor parody wedding filmmaking mormon psychotronic woman director sidekick henchmen independent film,1997,6.1,39081, TreyParker MattStone, TreyParker, TreyParker TreyParker DianBachar DianBachar RobynLynneRaab MichaelDeanJacobs RonJeremy AndrewKemler DavidDunn MattStone ToddyWalters ChaseyLain
1335, Comedy Drama Family Hollywood Pictures Caravan Pictures based on novel or book church school bus illegitimate son dwarfism death of best friend,1998,6.8,22818, MarkStevenJohnson JohnIrving, MarkStevenJohnson, IanMichaelSmith JosephMazzello AshleyJudd OliverPlatt DavidStrathairn DanaIvey BeatriceWinde JanHooks CecilleyCarroll SumelaKay
1336, Comedy Crime Romance Davis Entertainment Metro-Goldwyn-Mayer cons and scams,2001,6.3,61408, RobertDunn PaulGuay StephenMazur, DavidMirkin, SigourneyWeaver SigourneyWeaver SigourneyWeaver JenniferLoveHewitt JenniferLoveHewitt JenniferLoveHewitt GeneHackman RayLiotta RayLiotta JasonLee AnneBancroft AnneBancroft JeffreyJones NoraDunn JulioOscarMechoso RickyJay
1337, Comedy,1997,6.2,387, GaryBurns, GaryBurns, ScottSpeedman TyghRunyan JohnPayne JessicaLeis AishaSchliessler MarcPetey RyanPetey A.J.Bond JamesMcBurney JenaforRyane
1338," Comedy Drama Romance Notting Hill Pictures Bookshop Productions PolyGram Filmed Entertainment Working Title Films Universal Pictures new love london, england bookshop roommates press conference paparazzi interview romcom birthday party fame falling in love group of friends tabloid valentine's day movie star social differences movie set dinner party dating woes wealth differences awkward situation movie theater unexpected romance best friends unlikely romance bookstore owner famous actress charming romances and delightful chemistry bookshop owner",1999,7.2,375392, RichardCurtis, RogerMichell, HughGrant JuliaRoberts RichardMcCabe RhysIfans JamesDreyfus DylanMoran RogerFrost HenryGoodman JulianRhind-Tutt LoreleiKing
1339, Adventure Comedy Drama Mutual Film Company DreamWorks Pictures research parrot thief talking animal,1998,6.5,17176, LaurieCraig, JohnRoberts, GenaRowlands TonyShalhoub CheechMarin BruceDavison TriniAlvarado JayMohr JayMohr BuddyHackett HallieEisenberg MattCraven BillCobbs
1340, Comedy Drama Romance Eagle Beach Productions Miramax suicide police sexuality college rhode island campus flashback love revenge prank drugs humiliation accident,1999,6.4,9688, PeterFarrelly MichaelCorrente BobbyFarrelly, MichaelCorrente, ShawnHatosy AmySmart AlecBaldwin TommyBone SamanthaLavigne JonathanBrandis AdamLaVorgna JesseLeach JonAbrahams RichardJenkins
1341, Adventure Animation Comedy DreamWorks Pictures Pacific Data Images DreamWorks Animation princess based on novel or book magic fairy tale donkey liberation lordship prince castle villain robin hood enchantment swamp parody anthropomorphism dragon woman director ogre cartoon donkey quirky comedy,2001,7.9,793097, WilliamSteig TedElliott TerryRossio JoeStillman RogerS.H.Schulman CodyCameron ChrisMiller ConradVernon, AndrewAdamson VickyJenson, MikeMyers MikeMyers MikeMyers EddieMurphy CameronDiaz JohnLithgow VincentCassel PeterDennis ClivePearse JimCummings BobbyBlock ChrisMiller ChrisMiller
1342, Comedy Drama Moonstone Entertainment Elysian Dreams Kudzu Sandcastle 5 small town suicide mississippi river suspicion of murder theater director,1999,6.8,14231, AnneRapp, RobertAltman, GlennClose JulianneMoore LivTyler ChrisO'Donnell CharlesS.Dutton PatriciaNeal NedBeatty CourtneyB.Vance DonaldMoffat LyleLovett
1343," Comedy Drama Polar Entertainment Fine Line Features gallery photographer photography baltimore, usa exhibit girlfriend gay club gallery owner art art gallery",1998,6.3,15574, JohnWaters, JohnWaters, EdwardFurlong ChristinaRicci BessArmstrong MarkJoy MaryKayPlace MarthaPlimpton BrendanSextonIII MinkStole LiliTaylor PatriciaHearst
1344, Comedy Romance Paramount Bona Fide Productions MTV Films infidelity high school jealousy politics museum motel dark comedy vandalism ambition graduation satire bias scandal feud teacher omaha crush morality trust election overachiever nebraska,1999,7.2,110106, TomPerrotta AlexanderPayne JimTaylor, AlexanderPayne, MatthewBroderick ReeseWitherspoon LorenNelson ChrisKlein PhilReeves EmilyMartin JonathanMarion AmyFalcone MarkHarelik DelaneyDriscoll
1345, Comedy Romance Columbia Pictures high school regret alcohol homophobia talk show american football cheerleader nerd college love letter groupie radio graduation coming of age friends house party high school graduation dating break-up rock band pop music infatuation unlikely friendship social outcast woman director jocks revenge plot,1998,6.5,56720, DeborahKaplan HarryElfont, HarryElfont DeborahKaplan, JenniferLoveHewitt EthanEmbry CharlieKorsmo LaurenAmbrose PeterFacinelli SethGreen MichelleBrookhurst AlexanderMartin ErikPalladino ChannonRoe
1346, Action Adventure Animation Warner Bros. Pictures Warner Bros. Animation friendship small town based on novel or book self sacrifice cold war villain alien meteorite giant robot autumn fear of unknown 1950s mother son relationship awestruck euphoric hopeful,1999,8.1,253256, TimMcCanlies BradBird TedHughes BrentForrester, BradBird, EliMarienthal HarryConnickJr. JenniferAniston VinDiesel JamesGammon JamesGammon ClorisLeachman ChristopherMcDonald JohnMahoney M.EmmetWalsh JackAngel
1347, Biography Comedy Drama Universal Pictures Bungalow 78 Productions Blue Wolf Farrell/Minoff based on novel or book nurse 1970s based on true story psychiatric hospital hospital doctor suicidal thoughts medical school determination medical drama 1960s based on real person,1998,6.9,128250, PatchAdams MaureenMylander SteveOedekerk, TomShadyac, RobinWilliams DanielLondon MonicaPotter PhilipSeymourHoffman BobGunton JosefSommer IrmaP.Hall FrancesLeeMcCain HarvePresnell DaniellaKuhn
1348, Comedy Romance 20th Century Fox surgeon romcom stalker dream girl taboo screwball comedy frisbee troubadour intellectual disability,1998,7.1,344249, EdDecter JohnJ.Strauss PeterFarrelly BobbyFarrelly, BobbyFarrelly PeterFarrelly, CameronDiaz MattDillon BenStiller LeeEvans ChrisElliott LinShaye JeffreyTambor MarkiePost KeithDavid W.EarlBrown
1349, Comedy Drama Imagine Entertainment Universal Pictures tv ratings simulated reality ,1999,6.1,46416, ÉmileGaudreault SylvieBouchard LowellGanz BabalooMandel, RonHoward, MatthewMcConaughey JennaElfman GeoffreyBlake GailBoggs JennaByrne MerrinDungey IanGomez GavinGrazer ChrisHogan AriannaHuffington
1350, Comedy Sport Universal Pictures Zucker Brothers Productions sports stadium invention mascot friends money business aftercreditsstinger driveway sportscaster whimsical,1998,6.5,68613, DavidZucker RobertLoCash LewisFriedman JeffWright, DavidZucker, TreyParker MattStone DianBachar YasmineBleeth JennyMcCarthy-Wahlberg ErnestBorgnine RobertVaughn TrevorEinhorn BobCostas AlMichaels
1351, Action Comedy Fantasy Universal Pictures Golar Productions Dark Horse Entertainment bowling hostage superhero sphinx training insane asylum based on comic casanova tools spoof shovel disco superhero spoof invisible person super villain invisibility bowling ball evil genius good versus evil,1999,6.1,73250, NeilCuthbert BobBurden, KinkaUsher, BenStiller JaneaneGarofalo WilliamH.Macy HankAzaria KelMitchell PaulReubens WesStudi GregKinnear GeoffreyRush LenaOlin
1352, Comedy Fantasy History Les Productions Calamy inquisition hypnosis time travel torture seeing the future king of france renaissance french history,1937,6.5,282, PaulFékété, Christian-Jaque, Fernandel MonaGoya MonaGoya AlexandreRignault HenriBosc HenriBosc AiméSimon-Girard AliceTissot AliceTissot CharlesLemontier AlexandreMihalesco Sinoël RenéGénin RenéGénin
1353, Comedy Drama Sport Baldwin/Cohen Productions Rocking Chair Productions David E. Kelley Productions sports ice hockey alaska sport competition estranged couple small town sheriff jealous husband forced retirement father son conflict return to birthplace admiring adoring amused,1999,6.7,29373, DavidE.Kelley SeanO'Byrne, JayRoach, RussellCrowe BurtReynolds HankAzaria MaryMcCormack ColmMeaney LolitaDavidovich MauryChaykin RonEldard RyanNorthcott MichaelBuie
1354, Comedy Drama Music Seven Arts Pictures Beacon Pictures Hollywood Pictures musical,2000,6.1,10437, JohnByrum, BrucePaltrow, HueyLewis GwynethPaltrow PaulGiamatti AndreBraugher LochlynMunro CarolAlexander MichaelJRogers AmandaKravat IanRobison RogerHaskett
1355, Comedy Drama Romance La Sept Cinéma Les Films du Losange Canal+ Sofilmka Sofadinko Auvergne-Rhône-Alpes Cinéma friendship countryside widow southern france lonely hearts ad wine winegrowing forty something,1998,7.4,6854, ÉricRohmer, ÉricRohmer, MarieRivière BéatriceRomand AlainLibolt DidierSandre AlexiaPortal StéphaneDarmon AuréliaAlcaïs MatthieuDavette YvesAlcaïs
1356," Comedy Drama History Universal Pictures Miramax Bedford Falls Productions london, england theater play queen elizabeth i playwright cross dressing false history francis bacon 16th century acting elizabethan england romantic",1998,7.1,240747, MarcNorman TomStoppard, JohnMadden, GwynethPaltrow JosephFiennes GeoffreyRush TomWilkinson StevenO'Donnell TimMcMullan StevenBeard AntonySher PatrickBarlow MartinClunes
1357, Comedy Drama Romance Blue Streak Films Luna Pictures high school gay club ohio coming of age male homosexuality summer teenage love amusement park sexual confusion lgbt lgbt teen young love autobiographical 1980s closeted homosexual gay theme cedar point hopeful,1998,6.8,7356, ToddStephens, DavidMoreton, ChrisStafford TinaHolmes AndersenGabrych StephanieMcVay LeaDeLaria JohnEby AntonioCarriero JasonLockhart TonyMaietta JeffFryer
1358, Comedy Fantasy Horror Licht/Mueller Film Corporation Team Todd Columbia Pictures TriStar Pictures attic knitting needle noise complaint crawling hand angel costume trowel bass guitarist priestess,1999,6.3,49764, TerriHughesBurton RonMilbauer, RodmanFlender, DevonSawa SethGreen EldenHenson JessicaAlba VivicaA.Fox ChristopherHart JackNoseworthy KatieWright SeanWhalen NicholasSadler
1359, Comedy Crime Romance Mike Zoss Productions Universal Pictures Imagine Entertainment Alphaville Productions infidelity california assassin court hitman fetish dark comedy satire romcom tycoon lawyer inheritance divorce screwball comedy gold digger comedy of remarriage,2003,6.3,104924, RobertRamsey MatthewStone JohnRomano EthanCoen JoelCoen, JoelCoen EthanCoen, GeorgeClooney CatherineZeta-Jones BillyBobThornton GeoffreyRush CedricTheEntertainer EdwardHerrmann PaulAdelstein RichardJenkins JuliaDuffy JonathanHadary
1360, Comedy Drama Fantasy HandMade Films CLT Escima ex-girlfriend love friends destiny woman director,1998,6.1,2894, RafaRusso, MariaRipoll, LenaHeadey DouglasHenshall PenélopeCruz GustavoSalmerón MarkStrong EusebioLázaro CharlotteColeman NeilStuke ElizabethMcGovern AntonioGil
1361, Adventure Comedy Family Filmové studio Barrandov woman director,1976,7.4,386, VítOlmer JanProcházka MarkTwain, VeraPlívová-Simková, MichalDymek PetrVorísek PetrStary MagdalenaReifová JitkaChalupníková DavidVlcek BohumilLuxik IvaJanzurová ZdenaHadrbolcová JosefSomr
1362, Adventure Animation Comedy DreamWorks Animation DreamWorks Pictures gold horse cartoon musical con artist sword fight adventurer 16th century conquistador el dorado age of discovery,2000,6.9,117132, TedElliott TerryRossio KareyKirkpatrick PhilipLaZebnik, BiboBergeron DonPaul JeffreyKatzenberg, KevinKline KennethBranagh RosiePerez ArmandAssante EdwardJamesOlmos JimCummings FrankWelker TobinBell DuncanMarjoribanks ElijahChiang
1363, Comedy Romance Triad Studios Mindfire Entertainment dreams gathering space opera,1998,6.7,3450, MarkA.Altman RobertMeyerBurnett, RobertMeyerBurnett, RaferWeigel EricMcCormack WilliamShatner CarlBressler EthanGlazer PhyllisFranklin BrandonKleyla ThomasHobson MarilynKentz SpencerKlein
1364, Comedy Drama Columbia Pictures bachelor vomit syracuse university law school politically incorrect young boy wetting pants public urination child's point of view responsibility immaturity,1999,6.4,248128, SteveFranks TimHerlihy AdamSandler, DennisDugan, AdamSandler JoeyLaurenAdams JonStewart ColeSprouse DylanSprouse JoshMostel LeslieMann AllenCovert RobSchneider KristySwanson
1365, Comedy Contact Organisation Pavox Films Alter Films Paris Interproductions (PIP),1960,7.8,28, RenéMasson PaulPaviot, PaulPaviot, CarlStuder AnaMaríaCassan BernardLajarrige JacquesMarin AlbertRémy DominiqueBoschero Marie-HélèneDasté HubertDeschamps DanielEmilfork YvetteEtiévant
1366, Comedy M6 Films PolyGram Audiovisuel,1999,6.4,447, EricVicaut RémiWaterhouse, RémiWaterhouse, JeanYanne GuillaumeCanet LaurenceCôte YvesRénier PhilippeLaudenbach Jean-ClaudeDurand Jean-ClaudeCotillard FrançoisRollin OdileRoire PierreMegemont
1367," Comedy Columbia Pictures Canal+ Droits Audiovisuels Pacific Western Phoenix Pictures usa president washington dc, usa the white house 1970s richard nixon watergate drugged cookie playful",1999,6.2,22499, AndrewFleming SherylLongin, AndrewFleming, KirstenDunst MichelleWilliams DanHedaya WillFerrell BruceMcCulloch TeriGarr DaveFoley JimBreuer AnaGasteyer HarryShearer
1368, Comedy Fair Film Orsay Films,1962,7.3,808, AgenoreIncrocci RuggeroMaccari SandroContinenza GhigoDeChiara EttoreScola FurioScarpelli, DinoRisi, VittorioGassman UgoTognazzi RogerHanin MarioBrega AngelaLuce GérardLandry AlbertoVecchietti ClaudioPerone AntonioCannas GiampieroAlbertini
1369, Comedy Romance Village Roadshow Pictures Warner Bros. Pictures dance businessman espionage architect artist tango partnership deception love affair business partner pretending to be gay,1999,6.1,20783, RodneyPatrickVaccaro AlineBroshMcKenna, DamonSantostefano, NeveCampbell MatthewPerry DylanMcDermott OliverPlatt CylkCozart JohnC.McGinley BobBalaban DeborahRush KellyRowan RickGomez
1370, Animation Comedy superhero social satire spoof,1968,7.2,653, BrunoBozzetto AttilioGiovannini GuidoManuli, BrunoBozzetto, RobertoBertea FiorellaBetti GeorgeBirt GeorgeBirt VittorioCramer CarloD'Angelo LucianoDeAmbrosis ArturoDominici MicaelaEsdra CorradoGaipa OresteLionello
1371, Comedy Codo Cinéma TF1 woman director,1950,6.1,67, Colette PierreLaroche, JacquelineAudry, DanièleDelorme FrankVillard RolandArmontel ClaudeNicot CharlesLemontier PamelaWilde LucienGuervil Mag-Avril Alexa MarcelMérovée
1372, Comedy Crime Thriller Meridian Films CML Films beach crime boss hit-and-run hooligan,1999,7.1,14353, GregorJordan, GregorJordan, HeathLedger BryanBrown DavidField TomLong TonyForrow StevenVidler DaleKalnins KiriParamore KiriParamore BillDrury DavidMoeaki
1373, Action Adventure Comedy New Line Cinema Eric's Boy android exotic island central intelligence agency (cia) space marine showdown moon usa president saving the world laser gun submarine nasa undercover clone spy car journey time travel supermodel parody aftercreditsstinger duringcreditsstinger ridiculous,1999,6.7,259821, MikeMyers MichaelMcCullers, JayRoach, MikeMyers MikeMyers MikeMyers HeatherGraham MichaelYork RobertWagner RobLowe SethGreen MindySterling VerneTroyer ElizabethHurley GiaCarides
1374," Comedy Drama Romance Morpheus Hyperion Pictures Intermedia Films Miramax hotel adultery aids wedding vows los angeles, california relationship family",1998,6.9,20875, WillardCarroll, WillardCarroll, GillianAnderson EllenBurstyn SeanConnery AnthonyEdwards AngelinaJolie DennisQuaid AprilGrace PatriciaClarkson GenaRowlands ChristianMills
1375, Comedy Drama Romance Mad Chance Jaret Entertainment high school deception based on play or musical coming of age teen movie shrew valentine's day shakespeare in modern dress opposites attract duringcreditsstinger teenage romance overprotective father,1999,7.4,435544, KarenMcCullah KirstenSmith WilliamShakespeare, GilJunger, HeathLedger JuliaStiles JosephGordon-Levitt LarisaOleynik DavidKrumholtz AndrewKeegan SusanMayPratt GabrielleUnion LarryMiller DarylMitchell
1376, Comedy,1933,6.5,21, AndréBeucler PeterFrancke RobertA.Stemmle HansSzékely WalterWassermann, AndréBeucler JohannesMeyer, BrigitteHelm JeanGabin HenriBosc JulienCarette LucienDayle AndréNicolle MireilleBalin BillBocket ThomyBourdelle PaulFromet
1377, Comedy Drama Fox 2000 Pictures 20th Century Fox dreams beverly hills mother daughter relationship,1999,6.2,19313, MonaSimpson AlvinSargent, WayneWang, SusanSarandon NataliePortman HartBochner EileenRyan RayBaker JohnDiehl ShawnHatosy BonnieBedelia FaranTahir ShishirKurup
1378, Comedy Musical,1951,6.1,27, HenriAlibert RenéSarvil MauricedeCanonge AndréTabet, MauricedeCanonge, TinoRossi VéraNorman AntoninBerval MillyMathis FrédéricDuvallès RenéSarvil JacquelinePierreux CéciliaBert JosetteBertal ÉdouardDelmont
1379, Comedy Drama Romance Memfis Film Film i Väst SVT Zentropa Entertainments coming out small town adolescence sweden coming of age lesbian relationship teen movie teenage love lgbt lgbt teen school life lesbian teenager,1998,7.5,57530, LukasMoodysson, LukasMoodysson, AlexandraDahlström RebeckaLiljeberg EricaCarlson MathiasRust StefanHörberg JosefineNyberg RalphCarlsson MariaHedborg AxelWidegren JillUng
1380, Comedy,1935,6.3,47, JeanGuitton JeanManse, AndréBerthomieu, Fernandel MireillePerrey JacquesVarennes LouisFlorencie HenriTrévoux JeanDax PaulFaivre JeanDiéner MarcelleRexiane MargueriteMoreno
1381," Comedy Cubicle Inc. 20th Century Fox work waitress printer bad boss satire dallas, texas suburbia co-workers relationship corporate world downsizing embezzlement software engineer burnout stapler duringcreditsstinger business rivalry hipnotismo",1999,7.6,304204, MikeJudge, MikeJudge, RonLivingston JenniferAniston DavidHerman AjayNaidu DiedrichBader StephenRoot GaryCole RichardRiehle AlexandraWentworth JoeBays
1382, Comedy Drama,1947,6.9,46, JeanAurenche RenéWheeler, HenriDecoin, MichelSimon GabyMorlay NadineAlari PaulineCarton MarcCassot AndréDarnay CamilleGuérini AlbertRémy MadeleineSuffel OdetteBarencey
1383, Comedy SN Pathé-Cinéma Société Générale de Cinématographie (S.G.C.) PAC Films PAC Films,1952,6.1,28, PierreBellemare Jean-PaulBlondeau JeanBoyer SergeVeber Jean-JacquesVital, JeanBoyer, HenriGénès PhilippeLemaire JeannetteBatti Jean-JacquesVital GenevièveKervine JacquesEyser GastonOrbal FredPasquali Bourvil Mons.Champagne
1384, Comedy Crime unskillfulness,1998,6.7,1569, RomainBerthomieu JamesHuth HugoJacomet, JamesHuth, MichèleLaroque AlbertDupontel EliseTielrooy MichelVuillermoz GillesPrivat ZinedineSoualem AntoineBasler DidierBénureau PhilippeVieux PatrickLigardes
1385, Comedy Crime Drama Gaumont International,1968,6.1,112, MichelAudiard JamesHadleyChase SergeKorber ClaudeSautet, SergeKorber, DanyCarrel JacquesPerrin JacquesPerrin RobertHossein PierreBrasseur AlfredAdam MichelineLuccioni RogerBontemps MichelCreton Jean-ClaudeMassoulier OdilePoisson
1386, Comedy Drama Family Alcon Entertainment Warner Bros. Pictures mississippi river dog pets,2000,7.0,21939, WillieMorris GailGilchriest, JayRussell, FrankieMuniz KevinBacon DianeLane LukeWilson MarkBeech SusanCarolDavis DavidPickens BradleyCoryell DaylanHoneycutt CodyLinley
1387, Comedy Drama Romance Fidélité Productions coming out paraplegic suicide attempt dark comedy middle class maid incest lgbt lgbt teen rat kinky sex,1998,6.6,5797, FrançoisOzon, FrançoisOzon, ÉvelyneDandry FrançoisMarthouret MarinadeVan AdriendeVan StéphaneRideau LuciaSanchez Jules-EmmanuelEyoumDeido JeanDouchet SébastienCharles VincentVizioz
