,full_text,startYear,averageRating,numVotes,writers,directors,actors
4139, Comedy Drama Romance Rufus Film Adler Entertainment bakery gay marriage lgbt finding self finding yourself gay romance gay friend gay theme gay relationship inspirational,2021,6.8,3164, GiuseppePaternòRaddusa MatteoPilati AlessandroGuida, AlessandroGuida MatteoPilati, GiancarloCommare EduardoValdarnini GianmarcoSaurino MichelaGiraud LorenzoAdorni AlbertoParadossi CarloCalderone VittorioMagazzùTamburello BarbaraChichiarelli CarloMarongiu
4140, Comedy Drama RMR Productions addiction homeless shelter mental health woman director,2023,7.0,105, CharlesBourland MaritzaBrikisak FelixMartiz, MaritzaBrikisak ChristinaTsialtas, MaritzaBrikisak SaraphinaJoachim SaraphinaJoachim KeerthiPaikera LumenBeltran PhilTrasolini MarcioMoreno AustinTrapp VinceSong ChelseaThompson RohainArora
4141," Comedy Drama Romance Universal Pictures Relativity Media Apatow Productions Stoller Global Solutions dentsu chase san francisco, california restaurant engagement offer love psychologist wedding proposal chef ceremony englishwoman ring unemployed",2012,6.2,104678, JasonSegel NicholasStoller, NicholasStoller, JasonSegel EmilyBlunt ChrisPratt AlisonBrie LaurenWeedman MimiKennedy DavidPaymer JackiWeaver JimPiddock AdamCampbell
4142, Adventure Animation Drama Studio Colorido mask secret love magic cat shapeshifting supernatural bullying anthropomorphism slice of life unrequited love school cartoon cat animals parallel world personal growth anime isekai,2020,6.7,17082, MariOkada, Jun'ichiSatô TomotakaShibayama, MiraiShida NatsukiHanae MinakoKotobuki KenshôOno SusumuChiba AyakoKawasumi SayakaÔhara EmiShinohara MotomuKiyokawa RinaKitagawa
4143, Comedy Drama Gervais/Merchant factory parent child relationship 1970s coming of age friends salesman life insurance working class childhood friends berkshire,2010,6.8,24586, RickyGervais StephenMerchant, RickyGervais StephenMerchant, ChristianCooke FelicityJones TomHughes JackDoolan RickyGervais RalphFiennes MatthewGoode SteveSpeirs JessicaJones MadeleineDunbar
4144, Comedy Music Mystery Blumhouse Productions Focus Features drug crime texas podcaster mysterious death podcast,2022,6.8,41000, B.J.Novak, B.J.Novak, B.J.Novak BoydHolbrook LioTipton AshtonKutcher IsabellaAmara DoveCameron J.Smith-Cameron EliBickel IssaRae LouanneStephens
4145," Adventure Comedy Family Walt Disney Pictures The Muppets Studio musical based on toy puppetry hollywood los angeles, california oil tycoon studio tour duringcreditsstinger puppets based on tv series comedy",2011,7.1,99928, JasonSegel NicholasStoller JimHenson, JamesBobin, AmyAdams JasonSegel ChrisCooper RashidaJones SteveWhitmire SteveWhitmire SteveWhitmire EricJacobson EricJacobson EricJacobson DaveGoelz DaveGoelz DaveGoelz BillBarretta BillBarretta BillBarretta DavidRudman DavidRudman DavidRudman MattVogel MattVogel MattVogel
4146," Comedy Gidden Media CBS Films Good Universe Laurence Mark Productions Outlaw Sinema Mandate International florida new york city california new jersey casino drag queen married couple sarcasm male friendship grandfather malibu stag night las vegas older man younger woman relationship divorced widower brooklyn, new york city group of friends childhood friends military veteran elderly bachelor party",2013,6.6,139559, DanFogelman, JonTurteltaub, RobertDeNiro MichaelDouglas MorganFreeman KevinKline MarySteenburgen JerryFerrara RomanyMalco RogerBart JoannaGleason MichaelEaly
4147, Comedy Drama Romance workplace romance,2020,7.0,477, SrikanthNagothi, SrikanthNagothi, DarbhaAppajiAmbarisha NaveenChandra RajaChembolu HarshaChemudu SalonyLuthra DeviyyaniSharma ShaliniVadnikatti
4148, Comedy Crime Drama Paramount Mallick Media Oxymoron Entertainment Middle Pictures pornography corruption texas nightclub stripper deception website money wealth murder mobster mafia internet explosion drugs addict fired,2009,6.8,38854, GeorgeGallo AndyWeiss, GeorgeGallo, LukeWilson GiovanniRibisi GabrielMacht JamesCaan JacindaBarrett KevinPollak LauraRamsey RadeSerbedzija TerryCrews KelseyGrammer
4149, Biography Comedy Drama BBC Film Baby Cow Productions BFI Ingenious Media Water & Power Productions underdog northern england based on novel or book sports 1970s golf biography based on true story twins shipyard local legend cumbria barrow-in-furness,2021,7.0,8839, ScottMurray SimonFarnaby, CraigRoberts, MarkRylance IanPorter TommyFallon DavidMara SallyHawkins AustinWGriffin JakeDavies ChristianLees JonahLees MarkLewisJones
4150, Action Comedy Thriller 87North Productions Columbia Pictures mission japan assassin based on novel or book briefcase train luck runaway train deadly snake duringcreditsstinger train travel professional assassin interwoven stories high speed passenger train bullet train death by poisoning shinkansen hitmen traveling by train,2022,7.3,514663, ZakOlkewicz KôtarôIsaka, DavidLeitch, BradPitt JoeyKing AaronTaylor-Johnson BrianTyreeHenry AndrewKoji HiroyukiSanada MichaelShannon SandraBullock BadBunny LoganLerman
4151, Comedy Drama Magnolia Pictures Jerkschool Productions high school adolescence poetry lie rejection teacher vulgarity,2009,6.8,41955, BobcatGoldthwait, BobcatGoldthwait, RobinWilliams DarylSabara MorganMurphy NaomiGlick DanSpencer GeoffPierson HenrySimmons ZachSanchez-Vitale AlexieGilmore EvanMartin
4152, Comedy Drama Scarlett Production ARTE France Cinéma,2008,6.6,8446, ChristopheHonoré GillesTaurand MadamedeLaFayette, ChristopheHonoré, LouisGarrel LéaSeydoux GrégoireLeprince-Ringuet EstebanCarvajal-Alegria SimonTruxillo AgatheBonitzer AnaïsDemoustier ValérieLang JacobLyon Jean-MichelPortal
4153," Comedy Drama Romance Page 114 France 2 Cinéma france paris, france based on comic love black and white based on graphic novel",2021,7.0,11234, CélineSciamma LéaMysius JacquesAudiard AdrianTomine NicolasLivecchi CélineDevaux ThomasBidegain, JacquesAudiard, LucieZhang MakitaSamba NoémieMerlant JehnnyBeth CamilleLéon-Fucien OcéaneCaïraty AnaïdeRozam PolWhite Rong-YingYang GenevièveDoang
4154, Comedy Crime Mystery Miramax based on novel or book art theft stolen painting reboot mischievous playful irreverent casual reminiscent witty enthusiastic sardonic vibrant wry,2022,6.4,26599, GregoryMcDonald GregMottola ZevBorow, GregMottola, JonHamm CaitlinZerraRose RoyWoodJr. AydenMayeri LorenzaIzzo ErionMetani DomenicoDelGiacco KyleMacLachlan AaronAndrade TravisBennett
4155, Action Comedy Crime Universal Pictures Marc Platt Productions EFO Films Envision Entertainment TriStar Pictures Stage 6 Films Foresight Unlimited Oasis Entertainment Herrick Entertainment BOOM! Studios Empyre Media Capital undercover agent undercover based on comic money fugitive bank robbery dea agent,2013,6.7,235125, BlakeMasters StevenGrant, BaltasarKormákur, DenzelWashington MarkWahlberg PaulaPatton BillPaxton EdwardJamesOlmos RobertJohnBurke JamesMarsden GregSproles FredWard PatrickFischler
4156, Comedy Drama Family MakeSay Cinereach Good Movies puberty california coming of age mustache new school,2023,8.3,99, ImranJ.Khan, ImranJ.Khan, AliciaSilverstone HasanMinhaj RizwanManji AliHassan AmariahFaulkner BaselDaoud MeeshaShafi EmaInes KrasimiraSofiaPiazza MelodyCao
4157, Adventure Comedy Romance Friday Film House,2023,6.9,1017, Devan, Devan, VijayBabu RaghuSubhashChandran AseemIbrahim Indrans KaleshKalakkodu SaijuKurup SurabhiLakshmi RoshanMathew DevMohan SureshBabuNaidu
4158, Comedy Drama Romance Screen Gems Olive Bridge Entertainment high school small town lie loss of virginity coming of age teen movie school female protagonist high school student teen comedy intelligent duringcreditsstinger small town girl rumor teen drama pretend relationship gay friend teenager,2010,7.0,438043, BertV.Royal, WillGluck, EmmaStone AmandaBynes PennBadgley DanByrd ThomasHadenChurch PatriciaClarkson CamGigandet LisaKudrow MalcolmMcDowell AlyMichalka
4159, Action Adventure Animation DreamWorks Animation tales of arcadia,2021,6.6,6995, GuillermodelToro MarcGuggenheim DanHageman KevinHageman DanielKraus, JohaneMatte FranciscoRuiz-Velasco AndrewL.Schmidt, SteveAlterman KayBess BrianBlessed VicChao HiteshChaudhary DavidChen GreyDeLisle JulieFalls PeterFalls NickFrost
4160, Comedy Drama Family GO Films Alliance Films coming of age working class italian family moving in,2009,7.2,2211, RicardoTrogi, RicardoTrogi, Jean-CarlBoucher ClaudioColangelo SandrineBisson GabrielMaillé DanyBouchard LéoCaron ÉlizabethAdam RoseAdam MarjolaineLemieux Claude-MichelBleau
4161, Comedy Drama Family,2023,6.5,3264, GhalibAsadBhopali Lavraj, KushanNandy, Ankit Ankit MimohChakraborty VishwanathChatterjee RohitChaudhary ManishaGupta HemantKumaar AryanMTiwari NawazuddinSiddiqui NehaSharma VishalAnand
4162, Action Adventure Animation Warner Bros. Animation Blue Ribbon Content Berlanti Productions DC Entertainment superhero anti hero villain comic book adult animation edited from tv series,2020,6.3,4533, J.M.DeMatteis, SungJinAhn, ChrisJaiAlex SashaAlexander MichaelChiklis NoshirDalal NoshirDalal CastuloGuerra CastuloGuerra DelbertHunt FayeMata FayeMata PantaMosleh PantaMosleh MinaeNoji MinaeNoji GriffinPuatu GriffinPuatu
4163, Comedy Drama Cream Film Production MandarinVision,2020,7.1,2112, Hsin-yaoHuang, Hsin-yaoHuang, Jen-ShuoCheng Kuan-TingLiu LinNa-Dou Ming-ShuaiShih LotusWang AdaPan Zhi-YingZhu JenniferLingHung JoanneYang ChenYiwen
4164, Comedy Drama Romance New Line Cinema Metro-Goldwyn-Mayer Flower Films new york city based on novel or book one-night stand single,2016,6.1,98117, AbbyKohn MarcSilverstein DanaFox LizTuccillo, ChristianDitter, DakotaJohnson RebelWilson LeslieMann AlisonBrie DamonWayansJr. AndersHolm NicholasBraun JakeLacy JasonMantzoukas ColinJost
4165, Comedy Sport Gigi Films Sneaky Pete Productions immigrant sports alcohol bus ride restaurant beer defeat bicycle birthday party basketball coach loneliness duringcreditsstinger,2009,6.6,7491, JimStrouse, JimStrouse, SamRockwell EmmaRoberts RobCorddry EmilyRios RooneyMara JessicaHecht ConnorPaolo MeaghanWitri MelanieHinkle ShanaDowdeswell
4166, Comedy Drama high school canada teacher student relationship,2009,6.7,6494, JacobTierney, JacobTierney, LianeBalaban JayBaruchel TaylorBaruchel DanBeirne DominiBlythe JonathanBosco HélèneBourgeoisLeclerc JustinBradley GenevièveBujold Anne-MarieCadieux
4167, Comedy Drama Family Dharma Productions Viacom18 Studios husband wife relationship marriage divorce reconciliation,2022,6.1,42946, SumitBatheja RishabhSharma AnuragSingh NeerajUdhwani, RajMehta, VarunDhawan AnilKapoor KiaraAdvani NeetuSingh PrajaktaKoli ManieshPaul TiscaChopra SavantSinghPremi ManmeetSinghSawhney ShivangiSingh
4168, Comedy Drama Romance FilmNation Entertainment Cre Film texas narcissism relationship problems porn star estranged wife selfishness ex-husband ex-wife relationship return home frantic candid anxious 2010s return to hometown texas city dramatic unlikeable protagonist admiring adoring ambiguous ambivalent antagonistic audacious brisk cliché dubious exhilarated,2021,7.1,41463, SeanBaker ChrisBergoch, SeanBaker, SimonRex BreeElrod SuzannaSon BrendaDeiss Sophie VickiePearce BashirAbboud KevinCavanaugh CaressaGarza MarlonLambert
4169, Comedy Drama Embankment Films Screen Ireland Subotica Entertainment Ingenious Media runaway motherly love on the run single mother ireland stealing car british pub death of mother stolen cars hitchhiking runaway child deadbeat dad stolen cash joyride ferry father son conflict newborn baby breastfeeding adult child friendship singing child runaway woman solicitor unexpected pregnancy absent father irish rural ireland car police checkpoint,2022,6.2,3439, AilbheKeogan, EmerReynolds, OliviaColman CharlieReid LochlannO'Mearáin ElaineKennedy SeamusKennnedy TimLanders OlwenFouéré SeánO'Connor SeanCrowe SamCrowe
4170, Comedy Drama Thriller A24 Square Peg IPR.VC Access Entertainment suicide nightmare funeral therapist paranoia orgasm trauma dark comedy satire surrealism childhood trauma crude humor grief fear overbearing mother maniac birth attic death of mother entrepreneur existentialism oedipus complex anxiety disorder absurdist unwarranted guilt complex mother son relationship kafkaesque simulated sex munchausen syndrome by proxy based on short film anxiety odyssey,2023,6.6,76207, AriAster, AriAster, JoaquinPhoenix PattiLuPone AmyRyan NathanLane KylieRogers DenisMénochet ParkerPosey ZoeLister-Jones ArmenNahapetian JuliaAntonelli
4171, Comedy Drama Ce qui me meut France 2 Cinéma StudioCanal Panache Productions La Compagnie Cinématographique injury dance group dance practice challenge for change contemporary dance resilience renewal,2022,7.1,3817, SantiagoAmigorena CédricKlapisch, CédricKlapisch, MarionBarbeau HofeshShechter DenisPodalydès MurielRobin PioMarmaï FrançoisCivil SouheilaYacoub MehdiBaki AlexiaGiordano MarionGautierdeCharnacé
4172, Adventure Animation Comedy TF1 Droits Audiovisuels CinéCinéma PROCIREP Canal+ France Télévisions Autochenille Production parent child relationship cat rabbi racism french colonialism jewish culture talmud french colony inter religion relationship casbah religious prejudice tuareg guide book portrait painting arab jewish friendship,2011,7.1,3908, JoannSfar SandrinaJardel, AntoineDelesvaux JoannSfar, FrançoisMorel HafsiaHerzi MauriceBénichou MauriceBénichou Jean-PierreKalfon FrançoisDamiens MohamedFellag DanielCohen EricElmosnino MathieuAmalric WojciechPszoniak
4173, Adventure Animation Comedy Weed Road Pictures Reel FX Creative Studios creature koala,2021,6.5,12012, HarryCripps GregoryLessans CharlieBryant, HarryCripps ClareKnight, EricBana TimMinchin MirandaTapsell AngusImrie GuyPearce JackiWeaver IslaFisher DieselLaTorraca RachelHouse AislinnDerbez
4174, Comedy Drama A Private View Artémis Productions BNP Paribas Fortis record producer old lady female bonding girl group,2009,6.4,358, ChrisCraps Jean-ClaudeVanRijckeghem, GeoffreyEnthoven, BarbaraSarafian LucasVandenEynde GregTimmermans FrançoisBeukelaers MarilouMermans JurgenDelnaet RobrechtVandenThoren JanVanLooveren IsabelLeybaert LeaCouzin
4175, Comedy Moby Dick Films,2009,6.4,927, EmmanuelMouret, EmmanuelMouret, EmmanuelMouret JudithGodrèche DéborahFrançois FrédériqueBel JacquesWeber DanyBrillant MikaëlGaudin FrédéricEpaud FrédéricNiedermayer KarineVentalon
4176, Comedy Drama Romance,2021,6.5,2574, AkshayHareesh, JudeAnthanyJoseph, DominicArun AnnaBen SunnyWayne MeeraNair Siddique AjuVarghese Srinda SijuWilson AbinBino NiljaK.Baby
4177," Comedy Crime Mystery Searchlight Pictures DJ Films TSG Entertainment london, england investigation theater play murder whodunit murder mystery 1950s",2022,6.5,72048, MarkChappell, TomGeorge, KieranHodgson PearlChanda GregoryCox HarrisDickinson MaggieMcCarthy CharlieCooper RuthWilson OliverJackson TomiOgbaro ReeceShearsmith
4178, Comedy Drama Thriller Amazon Studios Temple Hill Entertainment Big Indie Pictures college male friendship,2022,6.2,10592, K.D.Dávila, CareyWilliams, RJCyler DonaldEliseWatkins SebastianChacon SabrinaCarpenter MaddieNichols MadisonThompson DiegoAbraham SummerMadison GillianRabin PatrickLamontJr.
4179, Comedy Drama Spring Creek Productions 21 Laps Entertainment Warner Bros. Pictures based on novel or book funeral death of father dysfunctional family man child family mourning grieving melodramatic hetrosexuality hetrosexism hetrosexual relationship,2014,6.7,93448, JonathanTropper, ShawnLevy, JasonBateman TinaFey JaneFonda AdamDriver RoseByrne CoreyStoll KathrynHahn ConnieBritton TimothyOlyphant DaxShepard
4180, Action Comedy Drama Alliance Films Rhombus Media Brightlight Pictures Téléfilm Canada Corus Entertainment Astral Media Gunless Productions blacksmith gunslinger bounty hunter duel wild west,2010,6.4,4245, WilliamPhillips, WilliamPhillips, PaulGross SiennaGuillory DustinMilligan MelodyB.Choi TylerMane CallumKeithRennie GrahamGreene JayBrazeau MichaelEklund AlexZahara
4181, Action Adventure Animation Warner Bros. Animation DC Entertainment Warner Bros. Home Entertainment Group superhero world war ii time travel super power,2021,6.4,10183, JeremyAdams MeghanFitzmartin, JeffWamester, StanaKatic MattBomer MattBomer OmidAbtahi GeoffreyArend DarrenCriss DarrenCriss DarinDePaul DarinDePaul ChrisDiamantopoulos KeithFerguson AshleighLaThrop MatthewMercer
4182, Comedy Drama Vision Distribution Wildside Sky Italia MiC Regione Lazio Flat Parioli Sky Sky Cinema,2022,6.3,2424, PaoloGiordano PaoloVirzì FrancescaArchibugi FrancescoPiccolo, PaoloVirzì, SilvioOrlando ValerioMastandrea ElenaLietti TommasoRagno ClaudiaPandolfi VinicioMarchioni MonicaBellucci DiegoRibon MassimilianoTortora EmanuelaFanelli
4183, Comedy Drama Motlys friendship adolescence based on novel or book coming of age animated scene female protagonist unwanted pregnancy woman director,2021,7.3,4384, JohanFasting YngvildSveFlikke IngaSætre, YngvildSveFlikke, KristineKujathThorp ArthurBerning NaderKhademi ToraChristineDietrichson SilyaNymoen HermanTømmeraas EvelynRasmussenOsazuwa TrineWiggen MortenSvartveit JanneHeltberg
4184, Comedy Mystery Anonymous Content Goldenlight Films Tilt9 Entertainment Space Pilot Media hopeless dramedy workplace comedy dubious gloomy,2022,6.1,6669, TedKupper JonasKarlsson, JoachimBack, JonHamm DannyPudi SarahGadon ChristopherHeyerdahl AllisonRiley BillMarchant KimberleyShoniker ShawnMacdonald ConorStinsonO'Gorman VeenaSood
4185, Action Comedy Crime Footprint Features,2017,6.3,17563, OrenUziel, OrenUziel, BenjaminWalker RainnWilson StephanieSigman JohnMichaelHiggins MarkRendall RobCorddry RonLivingston WyattRussell AdamPally MatthewEvansLandry
4186, Action Adventure Comedy drag queen drag,2023,7.0,73, MarkPollesel, LeeDemarbre, SamKellerman JadeLondon JadeLondon SamnangTep SamnangTep MattMiwa BeatriceBeres PhilCaracas MarkMacdonald NataliaMoreno JoshGrace JoshGrace JudyDeboer
4187," Comedy Drama A24 filmscience portland, oregon artist landlord art sculptor woman director art exhibition",2022,6.3,7111, JonathanRaymond KellyReichardt, KellyReichardt, MichelleWilliams HongChau André3000 Todd-o-PhonicTodd LaurenLakis DenzelRodriguez Jean-LucBoucherot TedRooney MaryannPlunkett HeatherLawless
4188, Adventure Animation Comedy CTB Film Company Wizart Animation QED International rescue magic rescue mission,2021,6.2,5169, AlexTsitsilin VladimirNikolaev AlekseyZamyslov AnalisaLaBianco JefferySpencer, AlexTsitsilin, NicholasCorda SylvanaJoyce AlysonLeighRosenfeld AlysonLeighRosenfeld CourtneyShaw EricaSchroeder GeorgetteReilly MaryO'Brady JohannaElminaMoise MarcThompson MarcThompson SefiCarmel
4189, Comedy Drama Sci-Fi Bandenfilm Filmuniversität Babelsberg Konrad Wolf ZDF cinema on cinema dystopia female friendship social satire social differences woman director class discrimination musical acts mother daughter relationship social prejudice,2022,6.5,834, SophieLinnenbaum MichaelFetterNathansky, SophieLinnenbaum, FineSendel JuleBöwe HenningPeker HenningPeker Sira-AnnaFaal NoahTinwa DeniseM'Baye PasqualeAleardi NoahBailey MartinUmbach ChristianSteyer
4190, Comedy Drama Kaliwood Cole Blooded,2021,6.2,379, KelleyKali RomaKong AngeliqueMolina, KelleyKali AngeliqueMolina, WesleyMoss KelleyKali DominiqueMolina LucasByrd JacolynHolmes Xing-MaiDeng JuliaKennedy AngeliqueMolina IraScipio LamarUsher
4191, Comedy Drama Duplass Brothers Productions language course platonic love webcam teacher grief language internet internet chat teacher student relationship lgbt computer screen found footage lesson woman director bilingual death of a loved one screenlife online classes video chat male female friendship gay couple gay man language lesson learning a language spanish lesson video message language teacher spanish language spanish teacher,2021,7.1,3285, MarkDuplass NatalieMorales, NatalieMorales, NatalieMorales DeseanTerry MarkDuplass ChristineQuesada
